organisation1_name,organisation2_name,num_of_projects
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,FUTURE NEEDS MANAGEMENT CONSULTING LTD,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,MOR RESEARCH APPLICATIONS LTD,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,REICHMAN UNIVERSITY,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,SOMEKH CHAIKIN PARTNERSHIP,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,STICHTING AMSTERDAM UMC,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,TIMELEX,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,YONALINK LTD,1
CENTRO HOSPITALAR DE VILA NOVA DE GAIA/ESPINHO EPE,YPOURGEIO YGEIAS,1
DELOITTE CONSULTING GMBH,EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,1
DELOITTE CONSULTING GMBH,FOLKEHELSEINSTITUTTET,1
DELOITTE CONSULTING GMBH,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,1
DELOITTE CONSULTING GMBH,FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),1
DELOITTE CONSULTING GMBH,FUTURE NEEDS MANAGEMENT CONSULTING LTD,1
DELOITTE CONSULTING GMBH,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,1
DELOITTE CONSULTING GMBH,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",1
DELOITTE CONSULTING GMBH,MOR RESEARCH APPLICATIONS LTD,1
DELOITTE CONSULTING GMBH,REICHMAN UNIVERSITY,1
DELOITTE CONSULTING GMBH,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
DELOITTE CONSULTING GMBH,SOMEKH CHAIKIN PARTNERSHIP,1
DELOITTE CONSULTING GMBH,STICHTING AMSTERDAM UMC,1
DELOITTE CONSULTING GMBH,TIMELEX,1
DELOITTE CONSULTING GMBH,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
DELOITTE CONSULTING GMBH,YONALINK LTD,1
DELOITTE CONSULTING GMBH,YPOURGEIO YGEIAS,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,FOLKEHELSEINSTITUTTET,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,3
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,FUTURE NEEDS MANAGEMENT CONSULTING LTD,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",2
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,MOR RESEARCH APPLICATIONS LTD,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,REICHMAN UNIVERSITY,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,SOMEKH CHAIKIN PARTNERSHIP,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,STICHTING AMSTERDAM UMC,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,TIMELEX,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,YONALINK LTD,1
EXUS SOFTWARE MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,YPOURGEIO YGEIAS,1
FOLKEHELSEINSTITUTTET,FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,1
FOLKEHELSEINSTITUTTET,FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),1
FOLKEHELSEINSTITUTTET,FUTURE NEEDS MANAGEMENT CONSULTING LTD,1
FOLKEHELSEINSTITUTTET,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,1
FOLKEHELSEINSTITUTTET,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",1
FOLKEHELSEINSTITUTTET,MOR RESEARCH APPLICATIONS LTD,1
FOLKEHELSEINSTITUTTET,REICHMAN UNIVERSITY,1
FOLKEHELSEINSTITUTTET,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
FOLKEHELSEINSTITUTTET,SOMEKH CHAIKIN PARTNERSHIP,1
FOLKEHELSEINSTITUTTET,STICHTING AMSTERDAM UMC,1
FOLKEHELSEINSTITUTTET,TIMELEX,1
FOLKEHELSEINSTITUTTET,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
FOLKEHELSEINSTITUTTET,YONALINK LTD,1
FOLKEHELSEINSTITUTTET,YPOURGEIO YGEIAS,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),3
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,FUTURE NEEDS MANAGEMENT CONSULTING LTD,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,2
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",5
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,MOR RESEARCH APPLICATIONS LTD,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,REICHMAN UNIVERSITY,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,3
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,SOMEKH CHAIKIN PARTNERSHIP,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,STICHTING AMSTERDAM UMC,4
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,TIMELEX,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,UNIVERSITA COMMERCIALE LUIGI BOCCONI,2
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,YONALINK LTD,1
FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV,YPOURGEIO YGEIAS,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),FUTURE NEEDS MANAGEMENT CONSULTING LTD,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),MOR RESEARCH APPLICATIONS LTD,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),REICHMAN UNIVERSITY,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),SOMEKH CHAIKIN PARTNERSHIP,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),STICHTING AMSTERDAM UMC,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),TIMELEX,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),YONALINK LTD,1
FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON (VHIO),YPOURGEIO YGEIAS,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,MOR RESEARCH APPLICATIONS LTD,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,REICHMAN UNIVERSITY,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,SOMEKH CHAIKIN PARTNERSHIP,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,STICHTING AMSTERDAM UMC,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,TIMELEX,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,YONALINK LTD,1
FUTURE NEEDS MANAGEMENT CONSULTING LTD,YPOURGEIO YGEIAS,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,MOR RESEARCH APPLICATIONS LTD,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,REICHMAN UNIVERSITY,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,SOMEKH CHAIKIN PARTNERSHIP,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,STICHTING AMSTERDAM UMC,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,TIMELEX,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,YONALINK LTD,1
I3S - INSTITUTO DE INVESTIGACAO E INOVACAO EM SAUDE DA UNIVERSIDADE DO PORTO,YPOURGEIO YGEIAS,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",MOR RESEARCH APPLICATIONS LTD,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",REICHMAN UNIVERSITY,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",SOMEKH CHAIKIN PARTNERSHIP,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",STICHTING AMSTERDAM UMC,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",TIMELEX,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",YONALINK LTD,1
"INESC TEC - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, TECNOLOGIA E CIENCIA",YPOURGEIO YGEIAS,1
MOR RESEARCH APPLICATIONS LTD,REICHMAN UNIVERSITY,1
MOR RESEARCH APPLICATIONS LTD,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
MOR RESEARCH APPLICATIONS LTD,SOMEKH CHAIKIN PARTNERSHIP,1
MOR RESEARCH APPLICATIONS LTD,STICHTING AMSTERDAM UMC,1
MOR RESEARCH APPLICATIONS LTD,TIMELEX,1
MOR RESEARCH APPLICATIONS LTD,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
MOR RESEARCH APPLICATIONS LTD,YONALINK LTD,1
MOR RESEARCH APPLICATIONS LTD,YPOURGEIO YGEIAS,1
REICHMAN UNIVERSITY,RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,1
REICHMAN UNIVERSITY,SOMEKH CHAIKIN PARTNERSHIP,1
REICHMAN UNIVERSITY,STICHTING AMSTERDAM UMC,1
REICHMAN UNIVERSITY,TIMELEX,1
REICHMAN UNIVERSITY,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
REICHMAN UNIVERSITY,YONALINK LTD,1
REICHMAN UNIVERSITY,YPOURGEIO YGEIAS,1
RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,SOMEKH CHAIKIN PARTNERSHIP,1
RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,STICHTING AMSTERDAM UMC,1
RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,TIMELEX,1
RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,YONALINK LTD,1
RHEINLAND-PFALZISCHE TECHNISCHE UNIVERSITAT,YPOURGEIO YGEIAS,1
SOMEKH CHAIKIN PARTNERSHIP,STICHTING AMSTERDAM UMC,1
SOMEKH CHAIKIN PARTNERSHIP,TIMELEX,1
SOMEKH CHAIKIN PARTNERSHIP,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
SOMEKH CHAIKIN PARTNERSHIP,YONALINK LTD,1
SOMEKH CHAIKIN PARTNERSHIP,YPOURGEIO YGEIAS,1
STICHTING AMSTERDAM UMC,TIMELEX,1
STICHTING AMSTERDAM UMC,UNIVERSITA COMMERCIALE LUIGI BOCCONI,2
STICHTING AMSTERDAM UMC,YONALINK LTD,1
STICHTING AMSTERDAM UMC,YPOURGEIO YGEIAS,1
TIMELEX,UNIVERSITA COMMERCIALE LUIGI BOCCONI,1
TIMELEX,YONALINK LTD,1
TIMELEX,YPOURGEIO YGEIAS,1
UNIVERSITA COMMERCIALE LUIGI BOCCONI,YONALINK LTD,1
UNIVERSITA COMMERCIALE LUIGI BOCCONI,YPOURGEIO YGEIAS,1
YONALINK LTD,YPOURGEIO YGEIAS,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,EUROPEAN FOREST INSTITUTE,2
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,NORDWESTDEUTSCHE FORSTLICHE VERSUCHSANSTALT,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,PROSPEX INSTITUTE,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,STICHTING VU,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,STICHTING WAGENINGEN RESEARCH,2
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,TECHNISCHE UNIVERSITAET MUENCHEN,6
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,UNIVERSITA DEGLI STUDI DI PADOVA,3
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,UNIVERSITA DEGLI STUDI DI TORINO,4
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,UNIVERSITA DEGLI STUDI DI UDINE,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,UNIVERSITATEA STEFAN CEL MARE DIN SUCEAVA,1
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,VYZKUMNY USTAV SILVA TAROUCY PRO KRAJINU A OKRASNE ZAHRADNICTVI,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,EUROPEAN FOREST INSTITUTE,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,NORDWESTDEUTSCHE FORSTLICHE VERSUCHSANSTALT,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,PROSPEX INSTITUTE,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,STICHTING VU,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,STICHTING WAGENINGEN RESEARCH,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,TECHNISCHE UNIVERSITAET MUENCHEN,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,UNIVERSITA DEGLI STUDI DI PADOVA,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,UNIVERSITA DEGLI STUDI DI TORINO,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,UNIVERSITA DEGLI STUDI DI UDINE,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,UNIVERSITATEA STEFAN CEL MARE DIN SUCEAVA,1
EIGEN VERMOGEN VAN HET INSTITUUT VOOR NATUUR- EN BOSONDERZOEK,VYZKUMNY USTAV SILVA TAROUCY PRO KRAJINU A OKRASNE ZAHRADNICTVI,1
EUROPEAN FOREST INSTITUTE,FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,1
EUROPEAN FOREST INSTITUTE,INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,1
EUROPEAN FOREST INSTITUTE,JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH,1
EUROPEAN FOREST INSTITUTE,NORDWESTDEUTSCHE FORSTLICHE VERSUCHSANSTALT,1
EUROPEAN FOREST INSTITUTE,PROSPEX INSTITUTE,2
EUROPEAN FOREST INSTITUTE,STICHTING VU,1
EUROPEAN FOREST INSTITUTE,STICHTING WAGENINGEN RESEARCH,3
EUROPEAN FOREST INSTITUTE,TECHNISCHE UNIVERSITAET MUENCHEN,1
EUROPEAN FOREST INSTITUTE,UNIVERSITA DEGLI STUDI DI PADOVA,2
EUROPEAN FOREST INSTITUTE,UNIVERSITA DEGLI STUDI DI TORINO,1
EUROPEAN FOREST INSTITUTE,UNIVERSITA DEGLI STUDI DI UDINE,1
EUROPEAN FOREST INSTITUTE,UNIVERSITATEA STEFAN CEL MARE DIN SUCEAVA,2
EUROPEAN FOREST INSTITUTE,VYZKUMNY USTAV SILVA TAROUCY PRO KRAJINU A OKRASNE ZAHRADNICTVI,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,NORDWESTDEUTSCHE FORSTLICHE VERSUCHSANSTALT,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,PROSPEX INSTITUTE,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,STICHTING VU,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,STICHTING WAGENINGEN RESEARCH,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,TECHNISCHE UNIVERSITAET MUENCHEN,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,UNIVERSITA DEGLI STUDI DI PADOVA,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,UNIVERSITA DEGLI STUDI DI TORINO,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,UNIVERSITA DEGLI STUDI DI UDINE,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,UNIVERSITATEA STEFAN CEL MARE DIN SUCEAVA,1
FORSTLICHE VERSUCHS- UND FORSCHUNGSANSTALT BADEN-WUERTTEMBERG,VYZKUMNY USTAV SILVA TAROUCY PRO KRAJINU A OKRASNE ZAHRADNICTVI,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,JIHOCESKA UNIVERZITA V CESKYCH BUDEJOVICICH,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,NORDWESTDEUTSCHE FORSTLICHE VERSUCHSANSTALT,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,PROSPEX INSTITUTE,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,STICHTING VU,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,STICHTING WAGENINGEN RESEARCH,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,TECHNISCHE UNIVERSITAET MUENCHEN,2
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,UNIVERSITA DEGLI STUDI DI PADOVA,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,UNIVERSITA DEGLI STUDI DI TORINO,1
INSTITUT PO BIORAZNOOBRAZIE I EKOSISTEMNI IZSLEDVANIYA BALGARSKA AKADEMIYA NA NAUKITE,UNIVERSITA DEGLI STUDI DI UDINE,1
