organisation1_name,organisation2_name,num_of_projects
"Institute of Geonics of the AS CR, v.v.i.",STATNI USTAV RADIACNI OCHRANY v.v.i.,1
"Institute of Geonics of the AS CR, v.v.i.",STRALSAKERHETSMYNDIGHETEN,1
"Institute of Geonics of the AS CR, v.v.i.",STUDIECENTRUM VOOR KERNENERGIE / CENTRE D'ETUDE DE L'ENERGIE NUCLEAIRE,1
"Institute of Geonics of the AS CR, v.v.i.",SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
"Institute of Geonics of the AS CR, v.v.i.",Sandia Corporation,1
"Institute of Geonics of the AS CR, v.v.i.",TARTU ULIKOOL,1
"Institute of Geonics of the AS CR, v.v.i.",TECHNICAL UNIVERSITY OF SOFIA,1
"Institute of Geonics of the AS CR, v.v.i.",TECHNICKA UNIVERZITA V LIBERCI,1
"Institute of Geonics of the AS CR, v.v.i.",TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
"Institute of Geonics of the AS CR, v.v.i.",TECHNISCHE UNIVERSITEIT DELFT,1
"Institute of Geonics of the AS CR, v.v.i.",TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,1
"Institute of Geonics of the AS CR, v.v.i.",TEOLLISUUDEN VOIMA OYJ,1
"Institute of Geonics of the AS CR, v.v.i.",THE UNIVERSITY OF MANCHESTER,1
"Institute of Geonics of the AS CR, v.v.i.",TRACTEBEL ENGINEERING S.A.,1
"Institute of Geonics of the AS CR, v.v.i.",TS ENERCON MERNOKIRODA KFT,1
"Institute of Geonics of the AS CR, v.v.i.",TURUN YLIOPISTO,1
"Institute of Geonics of the AS CR, v.v.i.",UJV REZ AS,1
"Institute of Geonics of the AS CR, v.v.i.",UNITED KINGDOM RESEARCH AND INNOVATION,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSIDAD AUTONOMA DE MADRID,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSIDAD DE CASTILLA - LA MANCHA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSIDAD DE GRANADA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSIDAD DE SEVILLA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSIDAD POLITECNICA DE MADRID,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSIDADE DA CORUNA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITA DEGLI STUDI DI PARMA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITA DI PISA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITAET BERN,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITAT POLITECNICA DE CATALUNYA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITE D'ORLEANS,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITE DE LIEGE,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITE DE LILLE,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITE DE LORRAINE,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITE DE MONTPELLIER,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITE DE POITIERS,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITY OF BRISTOL,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITY OF LANCASTER,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERSITY OF STRATHCLYDE,1
"Institute of Geonics of the AS CR, v.v.i.",UNIVERZITA KARLOVA,1
"Institute of Geonics of the AS CR, v.v.i.",UNIWERSYTET WARSZAWSKI,1
"Institute of Geonics of the AS CR, v.v.i.",UT BATTELLE LLC,1
"Institute of Geonics of the AS CR, v.v.i.",VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
"Institute of Geonics of the AS CR, v.v.i.",VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
"Institute of Geonics of the AS CR, v.v.i.",WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
"Institute of Geonics of the AS CR, v.v.i.",ZAVOD ZA GRADBENISTVO SLOVENIJE,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,Jacobs Clean Energy Limited,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,MERIENCE SCP,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,MITTA ENGINEERING OY,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,NARODNY JADROVY FOND,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,NUCLEAR TRANSPARENCY WATCH,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,POSIVA OY,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,Radioactive Waste Repository Authority,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,Sandia Corporation,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TARTU ULIKOOL,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TECHNICAL UNIVERSITY OF SOFIA,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TECHNICKA UNIVERZITA V LIBERCI,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TEOLLISUUDEN VOIMA OYJ,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,THE UNIVERSITY OF MANCHESTER,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TS ENERCON MERNOKIRODA KFT,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,TURUN YLIOPISTO,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNITED KINGDOM RESEARCH AND INNOVATION,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSIDAD AUTONOMA DE MADRID,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSIDAD DE GRANADA,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSIDADE DA CORUNA,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITA DEGLI STUDI DI PARMA,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITAET BERN,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITE D'ORLEANS,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITE DE LIEGE,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITE DE LILLE,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITE DE MONTPELLIER,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITE DE POITIERS,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITY OF BRISTOL,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITY OF LANCASTER,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERSITY OF STRATHCLYDE,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UNIVERZITA KARLOVA,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,UT BATTELLE LLC,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
JYVASKYLAN YLIOPISTO,Jacobs Clean Energy Limited,1
JYVASKYLAN YLIOPISTO,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,1
JYVASKYLAN YLIOPISTO,KUNGLIGA TEKNISKA HOEGSKOLAN,1
JYVASKYLAN YLIOPISTO,LIETUVOS ENERGETIKOS INSTITUTAS,1
JYVASKYLAN YLIOPISTO,LIMITED LIABILITY COMPANY ENERGORISK,1
JYVASKYLAN YLIOPISTO,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
JYVASKYLAN YLIOPISTO,MERIENCE SCP,1
JYVASKYLAN YLIOPISTO,MITTA ENGINEERING OY,1
JYVASKYLAN YLIOPISTO,NARODNY JADROVY FOND,1
JYVASKYLAN YLIOPISTO,NATIONAL NUCLEAR LABORATORY LIMITED,1
JYVASKYLAN YLIOPISTO,NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY,1
JYVASKYLAN YLIOPISTO,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
JYVASKYLAN YLIOPISTO,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
JYVASKYLAN YLIOPISTO,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,1
JYVASKYLAN YLIOPISTO,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
JYVASKYLAN YLIOPISTO,NUCLEAR TRANSPARENCY WATCH,1
JYVASKYLAN YLIOPISTO,ORANO SUPPORT,1
JYVASKYLAN YLIOPISTO,POSIVA OY,1
JYVASKYLAN YLIOPISTO,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
JYVASKYLAN YLIOPISTO,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
JYVASKYLAN YLIOPISTO,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
JYVASKYLAN YLIOPISTO,REGIA AUTONOMA TEHNOLOGII PENTRU ENERGIA NUCLEARA - RATEN,1
JYVASKYLAN YLIOPISTO,Radioactive Waste Repository Authority,1
JYVASKYLAN YLIOPISTO,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
JYVASKYLAN YLIOPISTO,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
JYVASKYLAN YLIOPISTO,STRALSAKERHETSMYNDIGHETEN,1
JYVASKYLAN YLIOPISTO,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
JYVASKYLAN YLIOPISTO,Sandia Corporation,1
JYVASKYLAN YLIOPISTO,TECHNICAL UNIVERSITY OF SOFIA,1
JYVASKYLAN YLIOPISTO,TECHNICKA UNIVERZITA V LIBERCI,1
JYVASKYLAN YLIOPISTO,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
JYVASKYLAN YLIOPISTO,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,1
JYVASKYLAN YLIOPISTO,TEOLLISUUDEN VOIMA OYJ,1
JYVASKYLAN YLIOPISTO,THE UNIVERSITY OF MANCHESTER,1
JYVASKYLAN YLIOPISTO,TRACTEBEL ENGINEERING S.A.,1
JYVASKYLAN YLIOPISTO,TS ENERCON MERNOKIRODA KFT,1
JYVASKYLAN YLIOPISTO,TURUN YLIOPISTO,1
JYVASKYLAN YLIOPISTO,UJV REZ AS,1
JYVASKYLAN YLIOPISTO,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
JYVASKYLAN YLIOPISTO,UNIVERSIDAD DE GRANADA,1
JYVASKYLAN YLIOPISTO,UNIVERSIDADE DA CORUNA,1
JYVASKYLAN YLIOPISTO,UNIVERSITA DEGLI STUDI DI PARMA,1
JYVASKYLAN YLIOPISTO,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,1
JYVASKYLAN YLIOPISTO,UNIVERSITAET BERN,1
JYVASKYLAN YLIOPISTO,UNIVERSITE D'ORLEANS,1
JYVASKYLAN YLIOPISTO,UNIVERSITE DE LIEGE,1
JYVASKYLAN YLIOPISTO,UNIVERSITE DE LORRAINE,1
JYVASKYLAN YLIOPISTO,UNIVERSITE DE MONTPELLIER,1
JYVASKYLAN YLIOPISTO,UNIVERSITE DE POITIERS,1
JYVASKYLAN YLIOPISTO,UNIVERSITY OF BRISTOL,1
JYVASKYLAN YLIOPISTO,UNIVERSITY OF LANCASTER,1
JYVASKYLAN YLIOPISTO,UNIVERSITY OF STRATHCLYDE,1
JYVASKYLAN YLIOPISTO,UNIVERZITA KARLOVA,1
JYVASKYLAN YLIOPISTO,UNIWERSYTET WARSZAWSKI,1
JYVASKYLAN YLIOPISTO,UT BATTELLE LLC,1
JYVASKYLAN YLIOPISTO,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
JYVASKYLAN YLIOPISTO,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
JYVASKYLAN YLIOPISTO,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
JYVASKYLAN YLIOPISTO,ZAVOD ZA GRADBENISTVO SLOVENIJE,1
Jacobs Clean Energy Limited,KARLSRUHER INSTITUT FUER TECHNOLOGIE,1
Jacobs Clean Energy Limited,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,1
Jacobs Clean Energy Limited,KUNGLIGA TEKNISKA HOEGSKOLAN,1
Jacobs Clean Energy Limited,LIETUVOS ENERGETIKOS INSTITUTAS,1
Jacobs Clean Energy Limited,LIMITED LIABILITY COMPANY ENERGORISK,1
Jacobs Clean Energy Limited,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
Jacobs Clean Energy Limited,MERIENCE SCP,1
Jacobs Clean Energy Limited,MITTA ENGINEERING OY,1
Jacobs Clean Energy Limited,NARODNY JADROVY FOND,1
Jacobs Clean Energy Limited,NATIONAL NUCLEAR LABORATORY LIMITED,1
Jacobs Clean Energy Limited,NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY,1
Jacobs Clean Energy Limited,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
Jacobs Clean Energy Limited,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
Jacobs Clean Energy Limited,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,1
Jacobs Clean Energy Limited,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
Jacobs Clean Energy Limited,NUCLEAR RESEARCH AND CONSULTANCY GROUP,1
Jacobs Clean Energy Limited,NUCLEAR TRANSPARENCY WATCH,1
Jacobs Clean Energy Limited,ORANO SUPPORT,1
Jacobs Clean Energy Limited,PAUL SCHERRER INSTITUT,1
Jacobs Clean Energy Limited,POLITECNICO DI MILANO,1
Jacobs Clean Energy Limited,POSIVA OY,1
Jacobs Clean Energy Limited,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
Jacobs Clean Energy Limited,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
Jacobs Clean Energy Limited,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
Jacobs Clean Energy Limited,REGIA AUTONOMA TEHNOLOGII PENTRU ENERGIA NUCLEARA - RATEN,1
Jacobs Clean Energy Limited,Radioactive Waste Repository Authority,1
Jacobs Clean Energy Limited,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,1
Jacobs Clean Energy Limited,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
Jacobs Clean Energy Limited,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
Jacobs Clean Energy Limited,STRALSAKERHETSMYNDIGHETEN,1
Jacobs Clean Energy Limited,STUDIECENTRUM VOOR KERNENERGIE / CENTRE D'ETUDE DE L'ENERGIE NUCLEAIRE,1
Jacobs Clean Energy Limited,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
Jacobs Clean Energy Limited,Sandia Corporation,1
Jacobs Clean Energy Limited,TARTU ULIKOOL,1
Jacobs Clean Energy Limited,TECHNICAL UNIVERSITY OF SOFIA,1
Jacobs Clean Energy Limited,TECHNICKA UNIVERZITA V LIBERCI,1
Jacobs Clean Energy Limited,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
Jacobs Clean Energy Limited,TECHNISCHE UNIVERSITEIT DELFT,1
Jacobs Clean Energy Limited,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,1
Jacobs Clean Energy Limited,TEOLLISUUDEN VOIMA OYJ,1
Jacobs Clean Energy Limited,THE UNIVERSITY OF MANCHESTER,1
Jacobs Clean Energy Limited,TRACTEBEL ENGINEERING S.A.,1
Jacobs Clean Energy Limited,TS ENERCON MERNOKIRODA KFT,1
Jacobs Clean Energy Limited,TURUN YLIOPISTO,1
Jacobs Clean Energy Limited,UJV REZ AS,1
Jacobs Clean Energy Limited,UNITED KINGDOM RESEARCH AND INNOVATION,1
Jacobs Clean Energy Limited,UNIVERSIDAD AUTONOMA DE MADRID,1
Jacobs Clean Energy Limited,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
Jacobs Clean Energy Limited,UNIVERSIDAD DE GRANADA,1
Jacobs Clean Energy Limited,UNIVERSIDAD DE SEVILLA,1
Jacobs Clean Energy Limited,UNIVERSIDAD POLITECNICA DE MADRID,1
Jacobs Clean Energy Limited,UNIVERSIDADE DA CORUNA,1
Jacobs Clean Energy Limited,UNIVERSITA DEGLI STUDI DI PARMA,1
Jacobs Clean Energy Limited,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,1
Jacobs Clean Energy Limited,UNIVERSITA DI PISA,1
Jacobs Clean Energy Limited,UNIVERSITAET BERN,1
Jacobs Clean Energy Limited,UNIVERSITAT POLITECNICA DE CATALUNYA,1
Jacobs Clean Energy Limited,UNIVERSITE D'ORLEANS,1
Jacobs Clean Energy Limited,UNIVERSITE DE LIEGE,1
Jacobs Clean Energy Limited,UNIVERSITE DE LILLE,1
Jacobs Clean Energy Limited,UNIVERSITE DE LORRAINE,1
Jacobs Clean Energy Limited,UNIVERSITE DE MONTPELLIER,1
Jacobs Clean Energy Limited,UNIVERSITE DE POITIERS,1
Jacobs Clean Energy Limited,UNIVERSITY OF BRISTOL,1
Jacobs Clean Energy Limited,UNIVERSITY OF LANCASTER,1
Jacobs Clean Energy Limited,UNIVERSITY OF STRATHCLYDE,1
Jacobs Clean Energy Limited,UNIVERZITA KARLOVA,1
Jacobs Clean Energy Limited,UNIWERSYTET WARSZAWSKI,1
Jacobs Clean Energy Limited,UT BATTELLE LLC,1
Jacobs Clean Energy Limited,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
Jacobs Clean Energy Limited,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,1
Jacobs Clean Energy Limited,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
Jacobs Clean Energy Limited,ZAVOD ZA GRADBENISTVO SLOVENIJE,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,MERIENCE SCP,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,MITTA ENGINEERING OY,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,NARODNY JADROVY FOND,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,NUCLEAR TRANSPARENCY WATCH,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,ORANO SUPPORT,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,POSIVA OY,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,RADIOACTIVE WASTE MANAGEMENT LIMITED,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,RADIOAKTIV HULLADEKOKAT KEZELO KOZHASZNU NONPROFIT KORLATOLT FELELOSSEGU TARSASAG,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,RADIOOKOLOGIAI TISZTASAGERT TARSADALMI SZERVEZET,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,Radioactive Waste Repository Authority,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,SOCIETA' GESTIONE IMPIANTI NUCLEARI PER AZIONI,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,STATNI USTAV RADIACNI OCHRANY v.v.i.,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,SVENSK KARNBRANSLEHANTERING AKTIEBOLAG,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,Sandia Corporation,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,TARTU ULIKOOL,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,TECHNICKA UNIVERZITA V LIBERCI,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,TECHNISCHE UNIVERSITAET BERGAKADEMIE FREIBERG,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,TEOLLISUUDEN VOIMA OYJ,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,TS ENERCON MERNOKIRODA KFT,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,TURUN YLIOPISTO,2
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSIDAD DE CASTILLA - LA MANCHA,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSIDADE DA CORUNA,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITAET BERN,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITE D'ORLEANS,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITE DE LILLE,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITE DE LORRAINE,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITE DE MONTPELLIER,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITE DE POITIERS,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERSITY OF LANCASTER,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UNIVERZITA KARLOVA,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,UT BATTELLE LLC,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,VALSTYBINIS MOKSLINIU TYRIMU INSTITUTAS FIZINIU IR TECHNOLOGIJOS MOKSLU CENTRAS,1
KARLSRUHER INSTITUT FUER TECHNOLOGIE,VYSOKA SKOLA CHEMICKO-TECHNOLOGICKA V PRAZE,2
KARLSRUHER INSTITUT FUER TECHNOLOGIE,WSP HUNGARY CONSULTING ZARTKORUENMUKODO RESZVENYTARSASAG,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,KUNGLIGA TEKNISKA HOEGSKOLAN,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,LIETUVOS ENERGETIKOS INSTITUTAS,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,LIMITED LIABILITY COMPANY ENERGORISK,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,Lawrence Berkeley National Laboratory Energy Geosciences Division,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,MERIENCE SCP,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,MITTA ENGINEERING OY,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NARODNY JADROVY FOND,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NATIONAL NUCLEAR LABORATORY LIMITED,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NATIONAL SCIENCE CENTER KHARKOV INSTITUTE OF PHYSICS AND TECHNOLOGY,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NATIONALE GENOSSENSCHAFT FUER DIE LAGERUNG RADIOAKTIVER ABFAELLE,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NATIONALE INSTELLING VOOR RADIOACTIEF AFVAL EN VERRIJKTE SPLIJSTOFFEN,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NUCLEAR ENGINEERING SEIBERSDORF GMBH,1
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,NUCLEAR RESEARCH AND CONSULTANCY GROUP,1
